mysql_import_key,product_name,primary_category,subcategory,price_inr,rating,description_clean,detailed_description_10_sentences,image_link,product_url,source_collection_url,ingested_at_utc
64cae32afd5ba197edaba0d3f6bf8a66,Amruth Adhaar Amino Acid - Organic Growth Promoter for Better Yield,crop_nutrition,plant_nutrition,809.0,4.0667,Amruth Adhaar (Growth Promoter Amino Acid) Buy Online At Best Price. We Have Top Brands Of Agricultural Products At Bighaat. Cod & Door Delivery Available.,"Amruth Adhaar Amino Acid - Organic Growth Promoter for Better Yield is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 809,00. The current rating value is 4,07 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Amruth Adhaar (Growth Promoter Amino Acid) Buy Online At Best Price, We Have Top Brands Of Agricultural Products At Bighaat, Cod & Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/adhar-amino-acid-file-6067.png?v=1737432479,https://www.bighaat.com/products/adhar-amino-acid,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
9d936e7d3c2ee556ce71d6da02a7d4ae,Jumbo Gold Multicut Hybrid Forage Seeds,seed,seeds_online,259.0,4.0,"Advanta Jumbo Gold Forage Seeds are a multicut fodder crop offering high biomass, strong regrowth and suitability for dry and irrigated conditions. Shop online at BigHaat with COD.","Jumbo Gold Multicut Hybrid Forage Seeds is listed under the seed category for this dataset. This record belongs to the seeds_online subcategory based on the source link. The listed selling price is Rs 259,00. The current rating value is 4,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Advanta Jumbo Gold Forage Seeds are a multicut fodder crop offering high biomass, strong regrowth and suitability for dry and irrigated conditions, Shop online at BigHaat with COD. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/Reserved_ImageAttachment__13___ProductImage1_32___c859cb9acbde488e8b3e17823013c1bd_1___1.png?v=1772795417,https://www.bighaat.com/products/advanta-jumbo-gold-forage-seeds,https://www.bighaat.com/collections/seeds-online,2026-03-27 09:54:36
44f4485363fdb922a241f886aee250b0,"Jumbo Super Sorghum Seeds - High Yield, Juicy, Nutritious Feed",seed,seeds_online,640.0,5.0,"About Product More flavorful, juicy, and appetising feed Healthy animals eat with gusto Higher profits Higher yield per acre","Jumbo Super Sorghum Seeds - High Yield, Juicy, Nutritious Feed is listed under the seed category for this dataset. This record belongs to the seeds_online subcategory based on the source link. The listed selling price is Rs 640,00. The current rating value is 5,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: About Product More flavorful, juicy, and appetising feed Healthy animals eat with gusto Higher profits Higher yield per acre. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/advanta-jumbo-super-seeds-file-11446.jpg?v=1737446457,https://www.bighaat.com/products/advanta-jumbo-super-seeds,https://www.bighaat.com/collections/seeds-online,2026-03-27 09:54:36
b49da9d8abab9a6300fc47876b41f583,Advanta Sugargraze Forage Seeds - High Protein Fodder & Silage,seed,seeds_online,994.0,4.3278,"Sugargraze Forage Seeds are hybrid sweet sorghum fodder with high brix, good protein content & drought tolerant. Suitable for single cut and silage making. Shop Online At Bighaat.","Advanta Sugargraze Forage Seeds - High Protein Fodder & Silage is listed under the seed category for this dataset. This record belongs to the seeds_online subcategory based on the source link. The listed selling price is Rs 994,00. The current rating value is 4,33 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Sugargraze Forage Seeds are hybrid sweet sorghum fodder with high brix, good protein content & drought tolerant, Suitable for single cut and silage making, Shop Online At Bighaat. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/upl-sugargraze-forage-file-2145.webp?v=1737483209,https://www.bighaat.com/products/advanta-sugargraze-forage-seeds,https://www.bighaat.com/collections/seeds-online,2026-03-27 09:54:36
8aaa885796ca08ee011d1ff2f152928f,AMRUTH ADVEN (LIQUID BIOFERTILIZER FRATEURIA SP. ),crop_nutrition,plant_nutrition,269.0,4.875,Buy Amruth Adven Liquid Biofertilizer Online At Best Price In India. We Have Top Brands Of Agricultural Products At Bighaat. COD And Door Delivery Available.,"AMRUTH ADVEN (LIQUID BIOFERTILIZER FRATEURIA SP. ) is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 269,00. The current rating value is 4,88 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Amruth Adven Liquid Biofertilizer Online At Best Price In India, We Have Top Brands Of Agricultural Products At Bighaat, COD And Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/adven-liquid-potash-mobilizing-bacteria-file-5110.jpg?v=1737432356,https://www.bighaat.com/products/adven-liquid-potash-mobilizing-bacteria,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
7b1ceb7ece93c60c3296adce22e0bc7d,Agreo Ultramino,crop_production,organic_farming,711.0,5.0,Buy Agreo Ultramino Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"Agreo Ultramino is listed under the crop_production category for this dataset. This record belongs to the organic_farming subcategory based on the source link. The listed selling price is Rs 711,00. The current rating value is 5,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agreo Ultramino Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agreo-ultramino-file-16567.jpg?v=1737454311,https://www.bighaat.com/products/agreo-ultramino,https://www.bighaat.com/collections/organic-farming,2026-03-27 09:54:36
5eeeafc84a735d63de54a3d6c39a6990,AGRILIFE AGRIVAM,crop_nutrition,plant_nutrition,3249.0,5.0,Buy Agrilife Agrivam Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE AGRIVAM is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 3249,00. The current rating value is 5,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Agrivam Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-agrivam-file-17498.png?v=1737481172,https://www.bighaat.com/products/agrilife-agrivam,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
fa49d13375c4d1c6e05d375505142c14,AGRILIFE AMINOCID,crop_nutrition,plant_nutrition,919.0,,Buy Agrilife Aminocid Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE AMINOCID is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 919,00. The current rating value is not available out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Aminocid Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-aminocid-file-20558.png?v=1747132540,https://www.bighaat.com/products/agrilife-aminocid,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
476c185914ce11a86d52232c10e6711c,AGRILIFE BIOHUME,crop_nutrition,plant_nutrition,1499.0,,Buy Agrilife Biohume Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE BIOHUME is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 1499,00. The current rating value is not available out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Biohume Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-biohume-file-20562.png?v=1747132552,https://www.bighaat.com/products/agrilife-biohume,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
1a9001c1379d6e7cf391747b97928ca4,AGRILIFE MICROTRACE,crop_nutrition,plant_nutrition,1499.0,5.0,Buy Agrilife Microtrace Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE MICROTRACE is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 1499,00. The current rating value is 5,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Microtrace Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-microtrace-file-20564.png?v=1747132554,https://www.bighaat.com/products/agrilife-microtrace,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
83050d6004364732c14b7374518c0c62,AGRILIFE NANOCAL,crop_nutrition,plant_nutrition,2549.0,,Buy Agrilife Nanocal Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE NANOCAL is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 2549,00. The current rating value is not available out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Nanocal Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-nanocal-file-20565.png?v=1747132557,https://www.bighaat.com/products/agrilife-nanocal,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
708012a3c5214830b5644861aa3642a8,AGRILIFE ROOTAMBIO GR,crop_nutrition,plant_nutrition,1199.0,,Buy Agrilife Rootambio Gr Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE ROOTAMBIO GR is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 1199,00. The current rating value is not available out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Rootambio Gr Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-rootambio-gr-file-20563.png?v=1747132560,https://www.bighaat.com/products/agrilife-rootambio-gr,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
720b4623cb5198138b3afd92b1b4773e,AGRILIFE ROOTAMBIO SP,crop_production,organic_farming,8889.0,5.0,Buy Agrilife Rootambio Sp Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE ROOTAMBIO SP is listed under the crop_production category for this dataset. This record belongs to the organic_farming subcategory based on the source link. The listed selling price is Rs 8889,00. The current rating value is 5,00 out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Rootambio Sp Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-rootambio-sp-file-20566.png?v=1747132563,https://www.bighaat.com/products/agrilife-rootambio-sp,https://www.bighaat.com/collections/organic-farming,2026-03-27 09:54:36
61206d622e4da573ec685df9417e05f1,AGRILIFE STOMA,crop_nutrition,plant_nutrition,1499.0,,Buy Agrilife Stoma Online At Best Price In India. We Have Top Brands Of Crop Nutrition Available At Our Store. COD And Door To Door Delivery Available,"AGRILIFE STOMA is listed under the crop_nutrition category for this dataset. This record belongs to the plant_nutrition subcategory based on the source link. The listed selling price is Rs 1499,00. The current rating value is not available out of 5. The row has been cleaned to remove HTML tags and encoded symbol noise from text fields. Short description from source is: Buy Agrilife Stoma Online At Best Price In India, We Have Top Brands Of Crop Nutrition Available At Our Store, COD And Door To Door Delivery Available. Product naming is standardized to keep search and deduplication stable in downstream systems. The image link column stores the primary product image URL for frontend rendering. The product link is present in product_url column for direct lookup. The source collection link is present in source_collection_url column for audit and synchronization tasks.",https://cdn.shopify.com/s/files/1/0722/2059/files/agrilife-stoma-file-20568.png?v=1747132571,https://www.bighaat.com/products/agrilife-stoma,https://www.bighaat.com/collections/plant-nutrition,2026-03-27 09:54:36
